Purchase_Order_Description,Manufacturer,Part_Number,Vendor_Description
"3/4"" CU Sweat Male Adapter (Nibco)",NIBCO,CFAF,3/4 WROT CXF ADPT
"3/4"" CU Sweat 90 (Nibco)",NIBCO,C9F,3/4 WROT CXC 90 ELL 7/8 OD
"3/4"" CU Sweat 90 (Nibco)",NIBCO,C9F,3/4 WROT CXC 90 ELL 7/8 OD
"3/4"" CU Sweat 45 (Nibco)",NIBCO,C4F,3/4 WROT CXC 45 ELL 7/8 OD
"3/4"" CU Sweat 45 (Nibco)",NIBCO,C4F,3/4 WROT CXC 45 ELL 7/8 OD
"1/2""x6"" CS Galvanized Nipple",IMPORT MANUFACTURERS,IGNDU,1/2X6 GALV STL NIP
"1/2""x6"" CS Galvanized Nipple",IMPORT MANUFACTURERS,IGNDU,1/2X6 GALV STL NIP
"1/2"" BMI 150# Galvanized Cap",IMPORT MANUFACTURERS,IBCAPD,1/2 BLK MI 150# CAP
"1/2"" BMI 150# Galvanized Cap",IMPORT MANUFACTURERS,IBCAPD,1/2 BLK MI 150# CAP
"1/2"" BMI 150# Galvanized Square Head Plug",CHARMAN MANUFACTURING,,1/2 40 MS SQUARE PLUG GAL
"3"" Brass 125# Coupling",MERIT BRASS,,"3"" BRASS THRD CPLG"
"3"" Victaulic 07 Coupling",VICTAULIC,7,"3"" 07 VIC E CPLG"
"3"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19185P,19185P 3 THDXTHD DIELECTRIC FT
"3"" Victaulic 789 Balancing Valve",VICTAULIC,789,789 3 GRV STAG BALANCE VLV
"2"" x Close XH CS A106B Nipple",ASC,,2XCLOSE XH BLK SMLS NIPPLE
"2"" x Close XH CS A106B Nipple",ASC,,2XCLOSE XH BLK SMLS NIPPLE
"2"" x Close XH CS A106B Nipple - Tag: FWP-070",ASC,,2XCLOSE XH BLK SMLS NIPPLE
"2"" x Close XH CS A106B Nipple - Tag: FWP-070",ASC,,2XCLOSE XH BLK SMLS NIPPLE
"2"" FS XH Bore 150# FF SW Flange",150# FLANGES,,"2"" FS XH BORE 3M 150# FF SW FL"
"2"" FS XH Bore 150# RF SW Flange - Line 1-3 Tag: FWP-069",150# FLANGES,,"2"" FS XH BORE 3M 150# RF SW FL"
"3"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV30,"LBV-30 3"" BFV BOLT KIT"
"3"" 150# Flexitallic CGI Gasket",FLEXITALLIC,,3 150# CGI GRAPHITE/304 GSKT
"3"" 150# A307B Bolt Kit - Plated",FASTENERS,,3 150 PLATED BOLT KIT
"2"" 150# Flexitallic CGI Gasket",FLEXITALLIC,,2 150# CGI GRAPHITE/304 GSKT
"2"" 150# A307B Bolt Kit - Plated - Line 1-4 Tag: Justin Schuette",FASTENERS,,2 150 PLATED BOLT KIT
"3"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated - Tag: Matt Smoke",FASTENERS,LBV30,"LBV-30 3"" BFV BOLT KIT"
"6""x4"" Sch. 10 304L SS BW Tee",STAINLESS STEEL,,6X4 10S 304/L WELD TEE
"6"" Sch. 10 304L SS BW MSS Type A Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"6"" 150# CS Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"2"" Watts LF777SI Wye Strainer",WATTS,LF777SI,LF777SI 2 BRONZE Y STRAINER
"1"" on 6"" 304L SS 3M Thread O Let",STAINLESS STEEL,,1 SS304 3M T-O-L
"2"" on 6"" 304L SS 3M Thread O Let",STAINLESS STEEL,,"2"" 3M 304SS THREADOLET"
"3/4"" on 6"" 304L SS 3M Thread O Let",STAINLESS STEEL,,3/4 SS304 3M T-O-L
"1 1/2"" x Close Brass Nipple",CHARMAN MANUFACTURING,,1-1/2XCLOSE 40 BRS NIPPLE
"3/4"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19125P,19125P 3/4 DIELECTRIC FTG
"1"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19145P,19145P 1 DIELECTRIC FTG
"3"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19185P,19185P 3 THDXTHD DIELECTRIC FT
"4"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19195P,19195P 4 THDXTHD DIELECTRIC FT
"2"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19175P,19175P 2 DIELECTRIC FTG
"6""x1/8"" 150# Garlock 3505 Ring Gasket",GARLOCK,3505,"6""X1/8"" 150# GARLOCK 3505 RING"
"4""x1/8"" 150# Garlock 3505 Ring Gasket",GARLOCK,3505,"4""X1/8"" 150# GARLOCK 3505 RING"
"3""x1/8"" 150# Garlock 3505 Ring Gasket",GARLOCK,3505,"3""X1/8"" 150# GARLOCK 3505 RING"
"4""x1/8"" 150# Garlock 3505 Full Face Gasket",GARLOCK,,4 150 1/8 GRLK 3505 FF GSKT
"6""x1/8"" 150# Garlock 3505 Full Face Gasket",GARLOCK,,6 150 1/8 GRLK 3505 FF GSKT
"6"" Sch. 10 304L SS 150# RF WN Flange",STAINLESS STEEL,,6 150 10S RF 304L WN IMP
"6"" Victaulic 107V",VICTAULIC,107V,107V 6 QUICKVIC COUPLING EHP
"3"" 304L SS 3M Threaded Half Coupling",STAINLESS STEEL,,3 3M 304L THRD HALF CPLG
"4"" 304L SS 3M Threaded Half Coupling",STAINLESS STEEL,,4 3M 304L THRD HALF CPLG
"6"" Milwaukee F-2974-M26 Check Valve",MILWAUKEE VALVE,F2974M,F2974M 6 IBBM CHK VLV 125#
"6"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV60,"LBV-60 6"" BFV BOLT KIT"
"4"" 150# A307B Dbl. Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV40,"LBV-40 4"" BFV BOLT KIT"
"3"" Milwaukee ML334E Butterfly Valve",MILWAUKEE VALVE,ML334E,ML334E 3 DI EPDM BFV W/GO
"4"" Milwaukee ML334E Butterfly Valve",MILWAUKEE VALVE,ML334E,ML334E 4 DI EPDM BFV W/GO
"6"" Milwaukee ML334E Butterfly Valve",MILWAUKEE VALVE,ML334E,ML334E 6 DI EPDM BFV W/GO
"6"" 150# A307B Bolt Kit - Plated",FASTENERS,,6 150 PLATED BOLT KIT
"4"" 150# A307B Bolt Kit - Plated",FASTENERS,,4 150 PLATED BOLT KIT
"3"" 150# A307B Bolt Kit - Plated",FASTENERS,,3 150 PLATED BOLT KIT
"1"" Milwaukee UPBA400 Ball Valve",MILWAUKEE VALVE,UPBA400,UPBA400 1 FXF BZ 2PC BL VL
"3/4"" Milwaukee UPBA150H Ball Valve",MILWAUKEE VALVE,UPBA150H,UPBA150H 3/4 SWTXHOSE BALL VLV
"1/2"" Milwaukee UPBA150H",MILWAUKEE VALVE,UPBA150H,UPBA150H 1/2 SWTXHOSE BALL VLV
"1/2"" ProPex Ring w/ Stop",UPONOR INC,UPOQ4690512,1/2 PROPEX RING W/STOP BG=50
Qt. Black Swan No Hub Sealant,BLACK SWAN,BLACKSWAN04085,32OZ NO-HUB SEALANT
"21"" Zip Tie",SIOUX CHIEF MFG INC,50PACKSIOUX55421,21IN ZIP TIE-BLK
"1/2""x1 1/4"" Cap Screw - Plated",GENERIC HARDWARE,45293,"HEX HEAD TAP BOLT 1/2-13 X 1-1/4"" FULLY THREADED CAP SCREW ZINC"
AB201 ZD,UNISTRUT,P1068ZD,"GOLD 90 DEGREE 2-HOLE SUPPORT ANGLE BRACKET FITTING WITH 1/2"""
"2"" FS 3M SW 90",ASC,,2 3M FS SW 90 ELL IMP
P1000T ZD 20',UNISTRUT,P1000T20ZD,HALF-SLOT 1-5/8 X 1-5/8 SINGLE STRUT 12GA 20' YELLOW ZINC
"1/2"" All Thread Rod - Plated",GENERIC HARDWARE,1210ZINC,1/2-13 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
White Vinyl Cap for P1000,SUPERSTRUT,A804NEOPWH,"WHITE PVC END CAP 1-5/8"" X 1-5/8"" FOR STANDARD STRUT CHANNEL [500/CS]"
"1/2"" Hex Nut - Plated",GENERIC HARDWARE,45293,FINISH HEX NUT 1/2-13 ZINC PLATED [FNC0080 100/PK] [50/BX] [600/CS]
"1/2"" Cut Washer - Plated",GENERIC HARDWARE,45293,"CUT FLAT WASHER 1/2"" USS ZINC PLATED [WFB1008] [100/PK] [600/CS]"
"3"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 3 BLK RISER CLAMP
"4"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 4 BLK RISER CLAMP
"6"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 6 BLK RISER CLAMP
"12"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 12 BLK RISER CLAMP
"3/4"" All Thread Rod - Plated",FASTENERS,,"3/4"" X 10' PLATED THREADED ROD"
"3/4"" Hex Nut - Plated",FASTENERS,,3/4-10 STD HEX NUTS Z/P
"3/4"" Cut Washer - Plated",FASTENERS,,3/4 ZINC PLTD FLAT WASHER
"2"" FS 3M SW Coupling",ASC,,2 3M FS SW CPLG IMP
"2"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 2 BLK RISER CLAMP
"1/2""-1"" Anvil Fig. 69 Loop Hanger - Galvanized",ASC,69,69 1/2-1 GAL ADJ SWIVEL HANGER
"2"" NHCI 1/4 Bend",AB&I,,"2"" NO HUB CI 1/4 BEND"
"3/4"" Sharkbite x FNPT Adapter",ELKHART PRODUCTS CORP,EPC10155464MUE630204,3/4CTS PUSH-ON FIP ADAPT
"1"" Sharkbite x FNPT Adapter",ELKHART PRODUCTS CORP,EPC10155466MUE630205,1CTS PUSH-ON FIP ADAPT
"3/4""x1/2"" BMI 150# Bushing",ASC ENGINEERED SOLUTIONS,SCI0818905606MATCOMBBU0403,3/4 X 1/2 BLK BUSHING
"1""x3/4"" BMI 150# Bushing",ASC ENGINEERED SOLUTIONS,SCI0818906646MATCOMBBU0504,1 X 3/4 BLK BUSHING
"2""x1 1/2"" BMI 150# Bushing",ASC ENGINEERED SOLUTIONS,SCI0818907685MATCOMBBU0807,2 X 1 1/2 BLK BUSHING
"2"" CTS Plastic Tube Strap",SIOUX CHIEF MFG INC,SIOUX5597LSPP2029IPS,2 CTS PIPE CLAMP
"6 3/8"" 701 Strut Clamp - ZD",SUPERSTRUT,70163/8,"GOLD 6-3/8"" OD PIPE CLAMP STRUT TUBING STRAP [10/BX]"
"3/4"" Brass Hose Cap w/ Chain",PROFLO,PFXGHCC12W,3/4 BRS HOSE CAP W 12 CHAIN WSHR
"2"" Duct Tape",SHURTAPE,105454,"PC 609 SILVER 2"" X 60YD DUCK PRO GRADE 10 MIL DUCT TAPE [48MM X 55M]"
Woodford RK-65 Repair Kit,WOODFORD,WFORDRK65,MODEL 60/65/67 REPAIR KIT -
Woodford Model 34 HA Chrome Plated Vacuum Breaker,WOODFORD,WFORD34HACH,CP VACUUM BREAKER - FITS
"2 1/2"" CS 150# RF Blind Flange",150# FLANGES,,2-1/2 150 F&D RF BLIND FLANGE
"2 1/2"" 300# A307B Double Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV60,"LBV-60 6"" BFV BOLT KIT"
"3"" Bronze 150# FF Threaded Flange",NIBCO,775LF,775-LF 3 THR C 150 COMP FLG
"3""x1/8"" 150# Garlock 3000 Full Face Gasket",GARLOCK,3000,"3""X1/8"" 150# GARLOCK 3000 FULL"
"3"" 300# A307B Double Sided Lug BFV Bolt Kit - Plated",FASTENERS,LBV60,"LBV-60 6"" BFV BOLT KIT"
"3/4"" x Close CS Nipple",ASC,,SCI 3/4XCLOSE 40 NIPPLE BLACK
"4""x1/8"" 150# Garlock 3000 Full Face Gasket",GARLOCK,3000,"4""X1/8"" 150# GARLOCK 3000 FULL"
"3/4"" All Thread Rod - Plated",GENERIC HARDWARE,3410ZINC,3/4-10 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"3/8"" All Thread Rod - Plated",GENERIC HARDWARE,3810ZINC,3/8-16 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"1/2"" All Thread Rod - Plated",GENERIC HARDWARE,1210ZINC,1/2-13 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"5/8"" All Thread Rod - Plated",GENERIC HARDWARE,5810ZINC,5/8-11 X 10 FT EG THREADED ROD [PRICED PER HUNDRED FEET]
"Sloan WC Flushometer Tailpiece - 12"" Min. Length",SLOAN VALVE,SLOAN0323014,V-500-AA CP 1-1/2X13-1/2 VB
"1 1/2"" ABS Flanged Tailpiece w/ Nut & Washer",OATEY SCS,DRBNA9803EJB904ABSBX=25,1 1/2X16 ABS DE FLANGED TP
"1 1/2"" Brass S/J Nut",PASCO SPECIALTY & MFG INC,PASCO1338,1-1/2 BRASS SJ NUT (100/BX)
"1 1/2"" Poly TP Washer",PASCO SPECIALTY & MFG INC,PASCO2222,1 1/2 FLANGED POLY TP WASHER
Qt. ABS Cement,IPS CORPORATION,IPS13533,32OZ 778 BLK QT ABS GLUE
"2"" Ram Bit",PASCO SPECIALTY & MFG INC,PASCO3244,2 RAM BIT COMPLETE (5/BX)
"5"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 5 ADJ CLEVIS HANGER
"8"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 8 ADJ CLEVIS HANGER
"8"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 8 ADJ CLEVIS HANGER
"8"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 8 ADJ CLEVIS HANGER
"8"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 8 ADJ CLEVIS HANGER
"6"" CS 150# Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"6"" CS 150# Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"6"" CS 150# Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"6"" CS 150# Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2 GALV RISER CLAMP
"2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2 GALV RISER CLAMP
"2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2 GALV RISER CLAMP
"2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2 GALV RISER CLAMP
"6"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 6 GALV RISER CLAMP
"4"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 4 GALV RISER CLAMP
"6"" Anvil Fig. 212 Medium Pipe Clamp - Plain",ASC,212,212 6 STEEL MED PIPE CLAMP
"6"" Anvil Fig. 212 Medium Pipe Clamp - Plain",ASC,212,212 6 STEEL MED PIPE CLAMP
"6"" Anvil Fig. 212 Medium Pipe Clamp - Plain",ASC,212,212 6 STEEL MED PIPE CLAMP
"6"" Anvil Fig. 212 Medium Pipe Clamp - Plain",ASC,212,212 6 STEEL MED PIPE CLAMP
"1 1/2"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19165P,19165P 1-1/2 DIELECTRIC FTG
"3/4"" x Close CS Nipple",ASC,,SCI 3/4XCLOSE 40 NIPPLE BLACK
"4"" on 10"" FS 3M Weld O Let",ASC,,4X8-10 3M FS WELDOLET IMP
"4"" Sch. 10 304L SS Pipe",STAINLESS STEEL,,4 SS 10S 304PE A312SS PIPE
"1 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1-1/2 CTS RISER CLAMP
"1 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1-1/2 CTS RISER CLAMP
"1 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1-1/2 CTS RISER CLAMP
"1 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1-1/2 CTS RISER CLAMP
"2 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2-1/2 CTS RISER CLAMP
"2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2 CTS RISER CLAMP
"4"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 4 CTS RISER CLAMP
"6"" Sch. 10 304L SS BW Type A Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"6"" Sch. 10 304L SS BW Type A Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"6"" Sch. 10 304L SS BW Type A Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"6"" Sch. 10 304L SS BW Type A Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"1"" Anvil Fig. 66 Beam Attachment - HDG",ASC,66,"66 1"" HDG BEAM ATTACHMENT"
"1/2"" Milwaukee UPBA150H Ball Valve",MILWAUKEE VALVE,UPBA150H,UPBA150H 1/2 SWTXHOSE BALL VLV
"2 1/2"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 2-1/2 BFV
"3/4"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 1/2 - 3/4 GALV RISER CLAMP
"3"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 3 GALV RISER CLAMP
"4"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 4 GALV RISER CLAMP
"5"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 5 ADJ CLEVIS HANGER
"3"" Anvil CT-69 Loop Hanger",ASC,CT69,CT-69 3 CTS ADJ SWIVEL HGR
"4"" Anvil CT-69 Loop Hanger",ASC,CT69,CT-69 4 CTS ADJ SWIVEL HGR
"2"" Anvil CT-69 Loop Hanger",ASC,CT69,CT-69 2 CTS ADJ SWIVEL HGR
"1/2""-1 1/4"" Anvil CT-69 Loop Hanger",ASC,CT69,CT-69 1/2-1-1/4 CTS ADJ SWIVEL
"4"" Anvil Fig. 212 Medium Pipe Clamp - Plain",ASC,212,212 4 STEEL MED PIPE CLAMP
"2"" PPP Clearflow Dielectric Nipple",PRECISION PLUMBING PRODUCTS,19175P,19175P 2 DIELECTRIC FTG
"3/4""x3"" CS Nipple",ASC,,3/4X3 BLK STEEL NIP IMP
"1"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1 CTS RISER CLAMP
"2 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2-1/2 CTS RISER CLAMP
"2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2 CTS RISER CLAMP
"3 1/8"" O.D. Cush A Clamp - ZD",ZSI,050N056,"GOLD 3-1/8"" OD 3"" COPPER PIPE CUSH A CLAMP YELLOW ZINC [10/BX]"
"4 1/8"" O.D. Cush A Clamp - ZD",ZSI,066N074,"GOLD 4-1/8"" OD 4"" COPPER PIPE CUSH A CLAMP YELLOW ZINC [10/BX]"
"1 3/8"" O.D. Cush A Clamp - ZD",ZSI,022T026,"GOLD 1-3/8"" OD 1-1/4"" COPPER PIPE CUSH A CLAMP YELLOW ZINC [10/BX]"
"3 1/8"" 701 Strut Clamp - ZD",SUPERSTRUT,70131/8,"GOLD 3-1/8"" OD PIPE CLAMP STRUT TUBING STRAP [25/BX]"
"4 1/8"" 701 Strut Clamp - ZD",SUPERSTRUT,70141/8,"GOLD 4-1/8"" OD PIPE CLAMP STRUT TUBING STRAP [25/BX]"
"4 5/8"" 701 Strut Clamp - ZD",SUPERSTRUT,70145/8,"GOLD 4-5/8"" OD PIPE CLAMP STRUT TUBING STRAP [10/BX]"
16oz WD-40 Aerosol,WD40,490088,LUBRICANT 16 OZ. AEROSOL SPRAY CAN INDUSTRIAL [12/CS] [780-490088]
Garden Hose Washer,PARKER,901GH,"RUBBER 3/4"" GARDEN HOSE WASHER FOR FEMALE CONNECTOR [PER EACH]"
"4"" on 10"" FS 3M Weld O Let",ASC,,4X8-10 3M FS WELDOLET IMP
"1 1/2"" PPP ClearFlow Nipple",PRECISION PLUMBING PRODUCTS,19165P,19165P 1-1/2 DIELECTRIC FTG
"3/4"" x Close XH CS A106B Nipple",ASC,,SCI 3/4XCLOSE 80 NIPPLE BLK
"1 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 1-1/2 CTS RISER CLAMP
"2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2 CTS RISER CLAMP
"2 1/2"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 2-1/2 CTS RISER CLAMP
"3"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 3 CTS RISER CLAMP
"4"" Anvil CT-121 Riser Clamp",ASC,CT121,CT-121 4 CTS RISER CLAMP
"5"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 5 ADJ CLEVIS HANGER
"8"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 8 ADJ CLEVIS HANGER
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"2"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 2 GALV RISER CLAMP
"4"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 4 GALV RISER CLAMP
"6"" Anvil Fig. 261 Riser Clamp - HDG",ASC,261,261 6 GALV RISER CLAMP
"6"" Anvil Fig. 261 Riser Clamp - Plain",ASC,261,261 6 BLK RISER CLAMP
"1"" Anvil Fig. 66 Beam Attachment - HDG",ASC,66,"66 1"" HDG BEAM ATTACHMENT"
"2 5/8"" O.D. Cush A Clamp - ZD",ZSI,,2-5/8 CUSH CLAMP ZD
"3 1/8"" O.D. Cush A Clamp - ZD",ZSI,,3-1/8 CUSH CLAMP ZD
"4 1/8"" O.D. Cush A Clamp - ZD",ZSI,,4-1/8 CUSH CLAMP ZD
"2"" CS 150# Lap Joint Flange",150# FLANGES,,2 150# LAP JOINT FLG
"6"" CS 150# Lap Joint Flange",150# FLANGES,,6 150# LAP JOINT FLG
"2"" Sch. 10 304L SS BW Type A Short Stub End",STAINLESS STEEL,,2 10S 304L TYPE A STUB END
"6"" Sch. 10 304L SS BW Type A Short Stub End",STAINLESS STEEL,,6 10S 304L WLD A STUB IMP
"4""x2"" Sch. 10 304L SS BW Concentric Reducer",STAINLESS STEEL,,4X2 SCH10 304SS WELD CONC
"6"" Sch. 10 304L SS Tee",STAINLESS STEEL,,6 10S 304L WELD TEE IMP
"4""x3"" Sch. 10 304L SS BW Tee",STAINLESS STEEL,,4X3 SCH10 304SS WELD TEE
"4"" Sch. 10 304L SS Pipe",STAINLESS STEEL,,4 SS 10S 304PE A312SS PIPE
"2 1/2"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 2-1/2 BFV
"4"" Milwaukee ML234E Butterfly Valve",MILWAUKEE VALVE,ML234E,ML234E 4 BFV
"2""x1 1/2"" NHCI Tapped San Tee",AB&I FOUNDRY,AB&I01214,2X1 1/2 NO HUB TAP SAN TEE
"1 1/2"" ABS MNPT Adapter",IPEX USA LLC,CNPLS102871CS=125CHAR02782,ABS-MALE ADAPTER-1-1/2
"3/8"" Chrome Plated Delta Lav Supply",BRASS CRAFT MFG,BRAS120KCC,3/8X20 CP COMP SINK SPLY
5.5oz White Latex Caulk,DAP GLOBAL INC,DAP5.5OZWHITE,KWIK SEAL KITCHEN & BATH WHITE 
"3/8"" Brass Compression Tee w/ 1ea Captive Nut",MIDLAND INDUSTRIES,MIDLAND700073060606,3/8X3/8X3/8 EZ CONNECT
P3300T ZD - 10',SUPERSTRUT,B1200HS10GOLD,"HALF SLOT 13/16"" X 1-5/8"" SINGLE STRUT 12GA 10' YELLOW ZINC CHANNEL"
"8 5/8"" 701 Strut Clamp - ZD",SUPERSTRUT,7028,"GOLD 8"" RIGID STRUT CLAMP 8-5/8"" OD FOR 8"" GRC CONDUIT"
"6 5/8"" 701 Strut Clamp - ZD",SUPERSTRUT,70165/8,"GOLD 6-5/8"" OD PIPE CLAMP STRUT TUBING STRAP [10/BX]"
2 1/2'' 150# Calpico Dielectric Flange Full Face Insulation Kit,NOT LISTED,,2-1/2 FLANGE INSULATION KIT
"4""x1/8"" 150# Garlock 3000 Ring Gasket",GARLOCK,,"4"" 150# GARLOCK 3000 RING GAS"
3/4 X 1/2 3M FS THRD BUSH IMP,ASC,,3/4 X 1/2 3M FS THRD BUSH IMP
"1/2"" Anvil Fig. 66 Beam Attachment Less Bolt - Plain",ASC,66,66 1/2 WELDED BEAM W/O BOLT
"3/4"" Anvil Fig. 66 Beam Attachment Less Bolt - Plain",ASC,66,66 3/4 WELDED BEAM W/O BOLT
"7/8"" Anvil Fig. 66 Beam Attachment Less Bolt - Plain",ASC,66,66 7/8 WELDED BEAM W/O BOLT
"3"" Sch. 40 DWV PVC Pipe",CRESLINENORTHWESTLLC,3X20PVCDWV2665SOLID,3 PVC DWV SOLID CORE PE
"1/2"" Galvanized BMI 150# Square Head Plug",ASC ENGINEERED SOLUTIONS,SCI0819901810MATCOMGPL03,1/2 GALV PLUG
"2"" Galvanized BMI 150# Square Head Plug",ASC ENGINEERED SOLUTIONS,SCI0819902578MATCOMGPL08,2 GALV PLUG
"4"" Sch. 80 PVC 150# Van Stone Flange",PROFLO,PFP80VSSFNP,4 PVC S80 VAN STONE SOC FLG
"1/2"" Square Washer - ZD",UNISTRUT,P1064ZD,"GOLD 1/2"" SQUARE WASHER FOR STRUT CHANNEL YELLOW ZINC [100/BX]"
P1001T ZD 20',SUPERSTRUT,A1202HS20GOLD,"HALF SLOT 1-5/8"" X 1-5/8"" X 3-1/4"" BACK/BACK STRUT 12GA 20' GOLD"
AB205 ZD,UNISTRUT,P1325ZD,"GOLD 4-HOLE 90 DEGREE CORNER STRUT CHANNEL RIGHT ANGLE BRACKET 3-1/2"""
AP235SQ ZD,UNISTRUT,P2073ASQZD,GOLD SQUARE DOUBLE STRUT POST BASE WITH CHANNEL SQUARED TO THE PLATE
"1/2""x1"" Cap Screw - Plated",GENERIC HARDWARE,45293,"HEX HEAD BOLT 1/2""-13 X 1"" C/S CAP SCREW ZINC PLATED [HZ28100]"
"1/2"" Strut Nut - Plated",SUPERSTRUT,AB1001/2EG,"SILVER EG 1/2"" SPRINGLESS STRUT CHANNEL NUT ZINC PLATED [100/BX]"
"6"" Anvil Fig. 260 Clevis Hanger - Plain",ASC,260,260 6 ADJ CLEVIS HANGER
"1 1/2"" EMT Conduit",CONDUIT,,1-1/2 EMT CONDUIT
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"18"" Anvil Fig. 137 Special U-Bolt - Plain - 4"" Additional Thread Length",ASC,#137S,"18"" BLK #137S U-BOLT SPECIAL"
"8"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 8 BLACK U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
"12"" Anvil Fig. 137 U-Bolt - Plain",ASC,137,137 12X7/8 U-BOLT W/NUTS
